Config_ID,Running_Time_s,update_tree_cache_calls,WPLI
Config 136,7.000674486160278,48,15.687920226423486
Config 137,5.004770755767822,40,10.85799853419093
Config 138,5.903541803359985,44,11.918282365569903
Config 139,5.530249357223511,48,13.996868590679817
Config 140,1.1805925369262695,44,8.908624965850036
Config 141,0.7344613075256348,38,8.289103179193935
Config 142,7.829111337661743,38,8.369287134481533
Config 143,52.25926995277405,48,16.04586560221506
Config 144,7.9183738231658936,42,11.775720721591892
Config 145,0.7659120559692383,36,7.379785027277467
Config 146,0.6478755474090576,38,6.833122106499023
Config 147,1.0950603485107422,38,8.470252142357062
Config 148,6.781879186630249,40,10.41695245803445
Config 149,2.0679709911346436,40,10.94819098519504
Config 150,0.7391786575317383,38,8.080088614566575
Config 151,7.032236337661743,46,13.07861156098948
Config 152,2.1913223266601562,42,10.987698344641734
Config 153,106.17267656326294,40,10.912223818383818
Config 154,0.7106223106384277,42,9.908083982382568
Config 155,69.03913974761963,42,12.158953097189764
Config 156,2.2327585220336914,42,11.596883896812805
Config 157,2.6080775260925293,46,16.753372856752236
Config 158,2.4667611122131348,42,9.380060555226457
Config 159,0.6320726871490479,36,6.733520481945358
Config 160,0.9910540580749512,40,11.51970059341748
Config 161,2.100856304168701,40,9.910355786201567
Config 162,18.354769468307495,42,10.658744305526133
Config 163,1.1335136890411377,38,9.96764022287829
Config 164,2.233882188796997,42,13.04973135055592
Config 165,0.8631763458251953,38,9.247855107738808
Config 166,0.8332693576812744,36,7.014044567882299
Config 167,0.6421821117401123,36,6.733520481945358
Config 168,1.0494847297668457,40,9.96764022287829
Config 169,2.199693202972412,42,11.910867117798443
Config 170,19.384676456451416,42,12.718932444249218
Config 171,0.8004617691040039,42,8.308488324570643
Config 172,0.5091342926025391,30,4.853109690149354
Config 173,6.9831414222717285,44,16.29295597928698
Config 174,1.3332343101501465,38,9.790709277967581
Config 175,0.7481050491333008,36,7.502858299812334
Config 176,0.46151304244995117,38,6.83483290003882
Config 177,1.0463030338287354,46,13.182433177317378
Config 178,16.348076581954956,44,17.04606143286
Config 179,6.594915390014648,42,13.165868893723577
Config 180,2.455003023147583,42,11.73298490347806
Config 181,1.0329148769378662,38,8.88888888888889
Config 182,2.1074416637420654,42,9.910355786201567
Config 183,0.7992997169494629,38,8.388200623291441
Config 184,0.716439962387085,38,8.042341690222665
Config 185,2.4275848865509033,44,12.826388021116127
Config 186,7.341156959533691,44,16.483078586025744
Config 187,6.439380407333374,42,11.102046284644393
Config 188,1.187239646911621,38,7.881522900296958
Config 189,0.9741256237030029,34,6.666666666666667
Config 190,1.2637531757354736,38,9.619096402674145
Config 191,1.0830230712890625,40,10.063863091471013
Config 192,5.8386101722717285,42,13.298104594223165
Config 193,0.9049375057220459,36,7.882046690372344
Config 194,7.050302267074585,38,8.513397647519673
Config 195,6.7951531410217285,42,11.385286786781105
Config 196,2.704301118850708,40,11.233987844566732
Config 198,52.80904793739319,42,12.158953097189764
Config 199,1.0811913013458252,38,8.537376056219333
Config 200,0.7156891822814941,40,6.7836093484433135
